TeamBlueTopGoldEarned,TeamBlueTopChampionName,TeamBlueTopDamageDealt,TeamBlueTopWinRate,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopGoldEarned,TeamRedTopChampionName,TeamRedTopDamageDealt,TeamRedTopWinRate,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleGoldEarned,TeamBlueJungleChampionName,TeamBlueJungleDamageDealt,TeamBlueJungleWinRate,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleGoldEarned,TeamRedJungleChampionName,TeamRedJungleDamageDealt,TeamRedJungleWinRate,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidGoldEarned,TeamBlueMidChampionName,TeamBlueMidDamageDealt,TeamBlueMidWinRate,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidGoldEarned,TeamRedMidChampionName,TeamRedMidDamageDealt,TeamRedMidWinRate,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCGoldEarned,TeamBlueADCChampionName,TeamBlueADCDamageDealt,TeamBlueADCWinRate,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCGoldEarned,TeamRedADCChampionName,TeamRedADCDamageDealt,TeamRedADCWinRate,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportGoldEarned,TeamBlueSupportChampionName,TeamBlueSupportDamageDealt,TeamBlueSupportWinRate,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportGoldEarned,TeamRedSupportChampionName,TeamRedSupportDamageDealt,TeamRedSupportWinRate,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,win
13520,106,27701,0.5,100,100,1000,11563,38,20382,0.5,100,100,1000,14846,14,21978,0.53,297,266,1053,12167,77,15929,0.5,100,100,1000,14538,74,24445,0.56,131,101,1044,12273,131,11798,0.5,100,100,1000,12356,160,18201,0.5,100,100,1000,16041,26,22737,0.5,100,100,1000,9146,112,10115,0.5,100,100,1000,8383,101,8703,0.5,100,100,1000,1
7507,117,10888,0.5,100,100,1000,8217,40,15977,0.55,205,171,1021,7726,86,9108,0.56,201,157,1076,7267,38,11856,0.5,100,100,1000,6652,96,9798,0.5,100,100,1000,9441,62,16279,0.5,100,100,1000,7876,54,3751,0.5,100,100,1000,15174,9,26617,0.5,100,100,1000,4411,84,3364,0.5,100,100,1000,7161,130,7424,0.55,226,185,1099,0
18734,4,41621,0.6,200,131,1151,17999,117,34764,0.56,233,184,1370,15031,143,15242,0.56,211,167,1280,17945,136,35917,0.5,100,100,1000,22300,124,67481,0.5,100,100,1000,16708,8,34464,0.53,442,397,1193,24017,26,60249,0.58,271,196,1868,19964,9,38990,0.5,100,100,1000,10426,82,10164,0.54,210,179,1109,11432,84,8511,0.58,200,143,1341,1
8329,40,9681,0.55,289,240,1223,6665,48,10489,0.5,100,100,1000,6290,93,6771,0.57,214,162,1514,5408,63,4148,0.5,100,100,1000,8843,96,12655,0.5,100,100,1000,5002,33,6851,0.5,100,100,1000,6587,159,5433,0.5,100,100,1000,8116,135,6627,0.52,456,414,1107,4522,72,3176,0.5,100,100,1000,3873,15,3760,0.5,100,100,1000,1
6992,64,8626,0.5,100,100,1000,10333,52,11757,0.5,100,100,1000,7572,88,6271,0.5,100,100,1000,11161,86,13142,0.53,423,379,1064,6760,124,8402,0.5,100,100,1000,13295,131,14766,0.57,165,127,1079,8059,111,6162,0.5,100,100,1000,8775,51,9270,0.5,100,100,1000,6655,110,9370,0.53,216,192,1005,6204,84,3643,0.5,100,100,1000,0
9292,55,14189,0.56,190,150,1043,8311,61,8893,0.5,100,100,1000,14390,47,21700,0.5,100,100,1000,11127,63,20201,0.5,100,100,1000,13567,134,19418,0.65,93,49,1309,9921,58,17276,0.5,100,100,1000,16045,51,33713,0.5,100,100,1000,15920,53,33069,0.55,240,197,1231,7078,130,6387,0.5,100,100,1000,8505,15,8059,0.52,504,463,1003,1
10349,117,18637,0.5,100,100,1000,7339,43,11860,0.5,100,100,1000,12659,29,18844,0.5,100,100,1000,8976,67,9998,0.5,100,100,1000,10147,93,13677,0.5,100,100,1000,8835,11,16255,0.5,100,100,1000,13419,51,27696,0.5,100,100,1000,7966,159,12531,0.57,270,203,1555,6609,130,4307,0.63,186,111,1702,5964,15,4236,0.58,132,97,1108,1
17184,154,41738,0.5,100,100,1000,11850,61,21158,0.58,119,87,1042,15434,88,39085,0.62,117,72,1006,12630,152,19871,0.5,100,100,1000,10772,55,22037,0.5,100,100,1000,15386,58,36908,0.5,100,100,1000,13744,51,29995,0.5,100,100,1000,13830,138,27419,0.57,165,127,1079,9872,120,14327,0.5,100,100,1000,11378,95,11980,0.54,267,224,1126,1
8824,38,14945,0.5,100,100,1000,12492,106,17357,0.5,100,100,1000,13338,60,20705,0.54,369,317,1010,12429,63,13995,0.5,100,100,1000,8333,8,13458,0.5,100,100,1000,10908,157,15509,0.5,100,100,1000,17364,139,45784,0.5,100,100,1000,8579,159,10590,0.54,274,232,1101,8880,78,4305,0.5,100,100,1000,6445,120,6925,0.5,100,100,1000,1
13544,155,18695,0.5,100,100,1000,14032,117,20773,0.5,100,100,1000,10274,128,12527,0.5,100,100,1000,14051,47,15963,0.5,100,100,1000,9869,2,10362,0.5,100,100,1000,13608,162,37428,0.5,100,100,1000,15105,42,47845,0.54,253,214,1010,15388,50,40760,0.5,100,100,1000,10049,5,15546,0.5,100,100,1000,9852,10,22064,0.5,100,100,1000,0
8972,21,7240,0.58,139,102,1004,12090,48,10548,0.5,100,100,1000,9770,45,5465,0.52,482,444,1089,12130,56,23929,0.5,100,100,1000,16110,127,28165,0.5,100,100,1000,11848,153,10093,0.5,100,100,1000,13998,9,16962,0.6,122,80,1013,10158,51,17106,0.5,100,100,1000,8533,130,9682,0.53,334,299,942,6248,72,2476,0.5,100,100,1000,1
8033,52,6482,0.54,261,224,1008,4755,154,7868,0.5,100,100,1000,6507,39,7497,0.56,167,133,1007,5514,47,4855,0.5,100,100,1000,5994,158,6208,0.5,100,100,1000,8068,70,8043,0.53,351,311,1195,8164,160,7802,0.5,100,100,1000,4218,150,3825,0.5,100,100,1000,7566,110,9109,0.6,84,57,1192,3428,98,2911,0.5,100,100,1000,1
7218,8,21432,0.5,100,100,1000,10536,133,10355,0.66,134,70,1437,10143,24,14369,0.59,76,53,987,14922,86,34439,0.53,457,399,1561,9136,117,10643,0.5,100,100,1000,12697,158,18914,0.5,100,100,1000,11081,150,18312,0.57,270,203,1555,12511,71,23618,0.5,100,100,1000,6170,98,4884,0.5,100,100,1000,7715,82,5934,0.55,282,228,1597,0
6459,116,4462,0.52,347,314,1078,9133,61,10780,0.59,123,84,1129,6211,47,4177,0.58,174,127,1230,9174,143,12389,0.54,371,316,1575,6897,64,5723,0.5,100,100,1000,7406,66,13499,0.5,100,100,1000,8039,159,11104,0.5,100,100,1000,10915,30,18923,0.54,217,183,1043,4561,55,7017,0.52,504,463,1003,6620,98,4795,0.54,261,221,1017,0
11622,48,20467,0.53,342,308,1116,10358,52,18336,0.62,131,80,1198,13039,38,26173,0.5,100,100,1000,12748,88,16168,0.53,236,210,932,16167,49,29994,0.54,180,153,1011,12297,4,16666,0.5,100,100,1000,13746,30,24974,0.54,222,188,1100,12574,160,27641,0.5,100,100,1000,11446,13,10280,0.5,100,100,1000,10097,110,22147,0.52,504,463,1003,1
10611,90,13004,0.55,205,171,1021,10123,106,17087,0.53,457,399,1561,10574,63,16693,0.5,100,100,1000,9985,62,15606,0.57,271,204,1286,11148,2,18267,0.5,100,100,1000,6812,49,11468,0.55,191,154,1003,12225,150,14085,0.57,231,177,1670,7695,138,13681,0.55,240,197,1231,7708,84,7000,0.55,305,252,1424,6446,98,4592,0.5,100,100,1000,1
9801,38,14895,0.53,290,259,941,9477,106,18077,0.5,100,100,1000,11602,41,16941,0.55,240,200,1192,14225,67,18150,0.5,100,100,1000,11193,91,17002,0.56,145,112,1206,13791,124,25761,0.5,100,100,1000,11232,9,12753,0.59,120,85,1053,13338,150,22774,0.57,231,177,1670,6604,130,6964,0.55,305,252,1424,7768,15,8794,0.53,382,345,1223,0
8147,117,10594,0.5,100,100,1000,11761,40,21156,0.53,269,235,1091,10029,86,11454,0.53,423,379,1064,12219,158,18137,0.54,325,274,1299,10069,96,15145,0.5,100,100,1000,15536,61,29995,0.55,361,299,1656,12349,150,18954,0.57,162,124,1206,10705,51,22092,0.5,100,100,1000,6400,15,8679,0.54,333,280,1367,7020,130,6124,0.53,347,311,1039,0
12209,49,34817,0.5,100,100,1000,11746,72,10650,0.5,100,100,1000,14436,86,29659,0.5,100,100,1000,15831,60,24052,0.5,100,100,1000,15892,158,33045,0.5,100,100,1000,20147,153,36227,0.5,100,100,1000,17171,26,22721,0.53,266,234,1011,14819,18,16377,0.5,100,100,1000,7877,78,4422,0.5,100,100,1000,8841,15,11470,0.5,100,100,1000,0
4865,44,3224,0.52,328,297,1083,5645,52,2861,0.53,290,259,941,5568,62,5079,0.54,315,272,1178,5340,152,6876,0.54,231,193,1217,5426,38,8957,0.55,234,195,1312,5853,162,8564,0.5,100,100,1000,4574,26,4126,0.5,100,100,1000,7580,150,6933,0.6,84,57,1192,3899,84,3933,0.54,259,219,1058,4426,98,4459,0.54,261,221,1017,0
12409,48,11572,0.53,342,308,1116,12494,90,16449,0.55,205,171,1021,11652,152,15344,0.62,93,58,1012,11545,56,26770,0.5,100,100,1000,11647,2,17969,0.56,231,184,1377,7823,96,5310,0.5,100,100,1000,13329,26,15616,0.5,100,100,1000,8570,9,9819,0.57,231,177,1670,8537,73,11027,0.5,100,100,1000,5602,84,4637,0.5,100,100,1000,1
14893,49,29031,0.53,290,259,941,13412,74,22696,0.5,100,100,1000,12419,67,16540,0.5,100,100,1000,14165,47,17056,0.52,400,364,1111,11708,2,30123,0.5,100,100,1000,12447,116,22393,0.5,100,100,1000,12622,9,18577,0.5,100,100,1000,16183,50,35258,0.5,100,100,1000,8156,130,6814,0.53,334,299,942,8903,98,7314,0.5,100,100,1000,0
11749,43,16287,0.5,100,100,1000,11524,93,20090,0.57,214,162,1514,9691,63,5200,0.5,100,100,1000,10884,29,19682,0.5,100,100,1000,9331,20,17766,0.52,412,380,1067,11158,146,14025,0.5,100,100,1000,8257,135,12481,0.5,100,100,1000,12470,51,18401,0.52,456,414,1107,6444,144,3738,0.5,100,100,1000,7422,98,5895,0.5,100,100,1000,0
13022,48,10746,0.66,134,70,1437,12999,61,27534,0.53,269,235,1091,19429,60,35454,0.63,206,123,1240,12014,47,20038,0.57,271,204,1286,13399,123,22047,0.54,180,153,1011,12864,140,10503,0.5,100,100,1000,13294,138,26430,0.55,240,197,1231,13726,150,20990,0.5,100,100,1000,8989,98,5685,0.62,124,75,1388,7136,15,4606,0.56,234,181,1035,1
10401,49,14329,0.5,100,100,1000,8248,38,16245,0.53,269,235,1091,12248,41,17633,0.5,100,100,1000,6892,77,13561,0.5,100,100,1000,9421,56,19051,0.5,100,100,1000,9378,73,12596,0.5,100,100,1000,13352,150,17202,0.52,456,414,1107,8946,138,15385,0.52,393,369,1045,8723,157,10836,0.5,100,100,1000,7281,95,8526,0.5,100,100,1000,1
12059,74,17266,0.5,100,100,1000,14959,55,31216,0.5,100,100,1000,15064,67,20925,0.5,100,100,1000,12795,143,20031,0.5,100,100,1000,16103,58,33479,0.5,100,100,1000,13332,70,25267,0.54,210,179,1109,17813,138,45912,0.5,100,100,1000,21310,150,59532,0.5,100,100,1000,9376,98,5712,0.5,100,100,1000,8741,6,11693,0.59,111,78,1098,0
14259,52,19413,0.53,290,259,941,13974,90,28933,0.5,100,100,1000,13867,60,20648,0.54,369,317,1010,13624,67,24623,0.5,100,100,1000,14924,11,24644,0.5,100,100,1000,13436,70,22383,0.5,100,100,1000,17246,150,40250,0.5,100,100,1000,20201,53,39548,0.53,351,308,1225,12807,110,32272,0.5,100,100,1000,9218,84,8987,0.5,100,100,1000,1
9418,114,6364,0.5,100,100,1000,17340,105,27872,0.64,136,75,1434,13103,29,22331,0.5,100,100,1000,11690,89,16747,0.5,100,100,1000,10657,123,16565,0.74,80,28,1106,13610,2,27154,0.5,100,100,1000,15457,51,31695,0.5,100,100,1000,16549,54,26105,0.5,100,100,1000,7952,130,6737,0.5,100,100,1000,8316,15,7957,0.5,100,100,1000,0
13444,36,27899,0.5,100,100,1000,16413,43,32842,0.5,100,100,1000,12089,31,17717,0.5,100,100,1000,13953,14,19484,0.54,369,317,1010,10301,116,14220,0.5,100,100,1000,12321,124,19988,0.5,100,100,1000,11845,135,30253,0.5,100,100,1000,12340,56,30025,0.54,242,208,1009,8159,98,5121,0.5,100,100,1000,8996,13,12111,0.57,119,89,982,0
8086,61,15073,0.5,100,100,1000,8636,47,16194,0.5,100,100,1000,9996,14,12600,0.5,100,100,1000,8951,67,15329,0.53,291,261,1003,8815,158,13133,0.5,100,100,1000,10948,38,13513,0.57,277,209,1373,9731,150,19204,0.55,296,241,1195,9485,51,13727,0.58,212,152,1389,5788,98,5399,0.54,259,222,1234,7507,102,6017,0.5,100,100,1000,0
10105,117,13030,0.5,100,100,1000,12186,93,22565,0.5,100,100,1000,13246,60,20703,0.5,100,100,1000,13036,86,24039,0.5,100,100,1000,7673,61,11532,0.5,100,100,1000,13711,124,26747,0.56,228,181,1329,11209,51,19734,0.5,100,100,1000,10775,9,19161,0.5,100,100,1000,7098,125,9588,0.5,100,100,1000,8235,130,8170,0.5,100,100,1000,0
10518,117,12693,0.53,434,379,1542,10392,105,17683,0.5,100,100,1000,8135,60,6526,0.5,100,100,1000,13112,152,19846,0.5,100,100,1000,7083,124,8993,0.5,100,100,1000,9091,116,9010,0.52,347,314,1078,7781,26,10191,0.63,131,76,1228,12359,53,22946,0.57,194,148,1187,6927,15,5619,0.5,100,100,1000,7655,84,6922,0.58,137,98,1013,0
11721,61,18178,0.6,133,90,1197,12774,60,21907,0.5,100,100,1000,12132,67,18592,0.5,100,100,1000,14394,38,39058,0.5,100,100,1000,9635,70,18188,0.5,100,100,1000,15953,96,22584,0.5,100,100,1000,13870,26,22240,0.5,100,100,1000,11025,150,10258,0.5,100,100,1000,6045,112,7475,0.5,100,100,1000,8801,98,8063,0.54,259,222,1234,0
15195,90,28151,0.5,100,100,1000,18242,43,39624,0.58,205,149,1335,19623,31,51480,0.5,100,100,1000,14833,47,24803,0.5,100,100,1000,17344,44,27223,0.5,100,100,1000,13228,140,35810,0.5,100,100,1000,18034,159,37683,0.5,100,100,1000,25720,9,73663,0.53,251,221,953,8798,15,10312,0.54,284,240,1275,10137,72,8963,0.55,282,228,1597,0
10828,49,18209,0.53,342,308,1116,13035,106,21500,0.6,101,66,1076,11423,47,10120,0.5,100,100,1000,15007,144,23647,0.5,100,100,1000,13077,124,23294,0.5,100,100,1000,12926,142,18981,0.5,100,100,1000,9538,51,7467,0.5,100,100,1000,14769,18,21688,0.56,177,137,1104,6146,98,6077,0.5,100,100,1000,8470,78,3636,0.5,100,100,1000,0
8793,48,6930,0.5,100,100,1000,13723,35,19741,0.5,100,100,1000,11106,60,16542,0.5,100,100,1000,11760,39,19500,0.5,100,100,1000,10598,66,18022,0.5,100,100,1000,8932,8,16071,0.58,127,93,1034,9275,9,11781,0.5,100,100,1000,12561,150,15611,0.5,100,100,1000,6150,130,5946,0.5,100,100,1000,8453,72,7335,0.5,100,100,1000,0
13536,103,21610,0.5,100,100,1000,12777,61,26661,0.5,100,100,1000,9678,76,16435,0.5,100,100,1000,14995,62,22885,0.53,297,266,1053,16306,154,26153,0.5,100,100,1000,18964,145,41426,0.5,100,100,1000,14872,53,23108,0.5,100,100,1000,15339,51,18635,0.5,100,100,1000,8956,15,9972,0.54,333,280,1367,9657,5,10012,0.5,100,100,1000,0
8207,97,10060,0.5,100,100,1000,11396,1,11565,0.5,100,100,1000,10318,41,9382,0.5,100,100,1000,13613,24,14731,0.5,100,100,1000,10239,158,14013,0.5,100,100,1000,13560,131,24545,0.57,178,137,1215,8497,111,9887,0.5,100,100,1000,11812,56,24607,0.5,100,100,1000,7487,110,8625,0.5,100,100,1000,7792,84,6869,0.5,100,100,1000,0
5852,105,4887,0.56,211,167,1234,6396,94,5857,0.57,239,179,1522,7557,24,8607,0.54,250,213,1320,6021,157,3996,0.55,150,122,1028,7431,96,8054,0.5,100,100,1000,5849,66,6906,0.55,211,171,1207,7691,138,8162,0.59,139,97,1092,5540,51,4520,0.57,277,209,1373,5267,55,7084,0.54,333,280,1367,4799,15,2820,0.54,244,211,1080,1
12286,52,16092,0.54,261,224,1008,12593,37,19454,0.5,100,100,1000,13479,93,22911,0.57,214,162,1514,14420,106,35094,0.51,437,413,1074,12675,126,16523,0.5,100,100,1000,20261,131,44509,0.54,372,317,1471,15387,150,30063,0.54,197,170,1006,14519,151,27911,0.5,100,100,1000,8837,84,8426,0.5,100,100,1000,9612,98,9035,0.54,262,225,1118,0
11975,74,17340,0.5,100,100,1000,16752,106,41152,0.5,100,100,1000,16571,39,32284,0.5,100,100,1000,17741,88,21227,0.5,100,100,1000,11567,3,18209,0.5,100,100,1000,20676,153,38625,0.5,100,100,1000,22085,159,47066,0.5,100,100,1000,16358,87,21774,0.5,100,100,1000,12739,110,21535,0.5,100,100,1000,13136,123,32248,0.54,285,240,1355,0
6345,23,7543,0.5,100,100,1000,4899,94,3990,0.5,100,100,1000,4806,24,3013,0.5,100,100,1000,6753,60,3463,0.5,100,100,1000,5215,127,3813,0.5,100,100,1000,6787,75,7942,0.5,100,100,1000,3955,131,3633,0.5,100,100,1000,10686,150,13455,0.5,100,100,1000,3343,120,4388,0.5,100,100,1000,5638,98,5539,0.54,172,146,1004,0
12917,103,21363,0.56,312,245,1558,8792,105,13246,0.58,110,80,1066,13240,69,21999,0.54,250,213,1320,8960,136,11686,0.5,100,100,1000,11267,158,16121,0.5,100,100,1000,11403,12,21186,0.54,325,274,1299,12399,150,12665,0.56,177,137,1104,11129,50,14404,0.53,351,308,1225,8028,13,7292,0.56,138,109,1132,10192,110,18232,0.5,100,100,1000,1
8501,154,9735,0.5,100,100,1000,14162,48,25684,0.56,183,144,1223,7486,136,12495,0.5,100,100,1000,12226,47,14740,0.5,100,100,1000,10902,44,15678,0.5,100,100,1000,9802,49,14581,0.5,100,100,1000,10336,159,15839,0.5,100,100,1000,9662,56,16931,0.5,100,100,1000,6329,98,5541,0.5,100,100,1000,6214,101,4339,0.5,100,100,1000,0
7868,117,8344,0.62,154,96,1009,11683,40,20054,0.58,205,149,1335,11893,136,16845,0.5,100,100,1000,10636,63,16695,0.5,100,100,1000,5481,127,8085,0.5,100,100,1000,9107,145,13463,0.5,100,100,1000,6015,26,8750,0.5,100,100,1000,13031,150,22567,0.5,100,100,1000,5797,13,8288,0.5,100,100,1000,7858,95,5966,0.5,100,100,1000,0
12576,117,17292,0.5,100,100,1000,9071,40,27603,0.5,100,100,1000,17519,62,29088,0.5,100,100,1000,9684,104,10133,0.5,100,100,1000,14069,19,26659,0.5,100,100,1000,12857,145,28753,0.5,100,100,1000,15068,50,23396,0.5,100,100,1000,12957,10,38298,0.5,100,100,1000,8852,16,15539,0.5,100,100,1000,8410,78,3981,0.5,100,100,1000,1
7903,48,11085,0.5,100,100,1000,5976,74,14015,0.5,100,100,1000,13778,136,12978,0.5,100,100,1000,8778,41,11371,0.5,100,100,1000,9689,3,10169,0.5,100,100,1000,6954,91,12980,0.5,100,100,1000,12944,30,23894,0.5,100,100,1000,5901,51,11750,0.56,177,137,1104,7959,95,10097,0.52,451,415,1199,6936,55,10427,0.5,100,100,1000,1
5302,32,7045,0.5,100,100,1000,9288,139,17729,0.5,100,100,1000,6238,136,3937,0.5,100,100,1000,12025,39,8449,0.56,167,133,1007,6015,74,8864,0.5,100,100,1000,8282,27,8460,0.5,100,100,1000,6300,71,8069,0.5,100,100,1000,9977,150,11769,0.5,100,100,1000,4150,82,2907,0.5,100,100,1000,5527,84,4013,0.5,100,100,1000,0
10267,8,25421,0.5,100,100,1000,9006,109,9820,0.56,190,150,1043,7244,41,5413,0.5,100,100,1000,12225,14,14011,0.53,434,379,1542,11231,123,18072,0.54,261,226,1003,9297,140,10139,0.53,438,391,1173,11169,51,17632,0.56,233,186,1219,13952,9,26172,0.57,270,203,1555,6831,130,7172,0.54,353,296,1258,9272,95,11482,0.53,366,326,1033,0
10337,74,11760,0.5,100,100,1000,18318,138,43875,0.5,100,100,1000,16613,62,36992,0.5,100,100,1000,17510,144,27515,0.5,100,100,1000,11684,57,13785,0.5,100,100,1000,11873,93,27876,0.5,100,100,1000,15455,135,29865,0.5,100,100,1000,12440,111,17095,0.5,100,100,1000,8016,72,2650,0.5,100,100,1000,13526,110,37173,0.57,228,169,1033,0
11344,49,26650,0.54,259,219,1058,8523,117,9511,0.53,290,259,941,8076,76,8172,0.5,100,100,1000,12714,86,18031,0.5,100,100,1000,11194,11,27323,0.55,361,299,1656,8428,38,13951,0.52,412,380,1067,15111,51,25769,0.5,100,100,1000,9581,150,15245,0.58,179,128,1282,8635,10,13454,0.56,185,148,1161,6336,84,6956,0.53,458,410,1145,1
13847,61,27311,0.6,101,66,1076,11999,103,9876,0.5,100,100,1000,11248,39,17759,0.5,100,100,1000,14623,127,26579,0.5,100,100,1000,14570,2,22866,0.5,100,100,1000,12453,56,33450,0.5,100,100,1000,9958,150,8506,0.5,100,100,1000,15386,138,20518,0.56,134,106,1047,9934,95,7579,0.5,100,100,1000,8565,72,3663,0.54,210,179,1109,0
4176,80,5024,0.5,100,100,1000,6458,123,7347,0.5,100,100,1000,4812,41,4272,0.5,100,100,1000,7059,47,7477,0.69,82,36,1033,4415,44,4326,0.5,100,100,1000,6812,61,12257,0.5,100,100,1000,6196,159,8239,0.5,100,100,1000,7618,51,10431,0.5,100,100,1000,3039,130,2795,0.5,100,100,1000,5234,46,2119,0.5,100,100,1000,0
18111,4,52465,0.6,200,131,1151,12634,117,15875,0.5,100,100,1000,16792,60,22723,0.53,351,311,1195,20214,127,44180,0.57,214,162,1514,11087,91,25847,0.5,100,100,1000,14804,96,23044,0.5,100,100,1000,18927,118,62469,0.57,270,203,1555,16518,150,40183,0.5,100,100,1000,10398,17,10158,0.5,100,100,1000,11391,15,13369,0.54,333,280,1367,1
12240,44,21389,0.56,211,167,1234,7159,48,11016,0.55,149,120,1098,10990,67,9704,0.54,161,135,1049,8043,14,5530,0.5,100,100,1000,10016,157,13681,0.5,100,100,1000,9983,126,18597,0.52,412,380,1067,9943,160,19891,0.5,100,100,1000,10234,9,14823,0.6,153,101,1108,6672,84,4593,0.54,261,226,1003,5223,17,7422,0.5,100,100,1000,1
5667,144,5213,0.5,100,100,1000,8502,74,12865,0.57,239,179,1522,9470,24,11070,0.54,250,213,1320,9040,63,11616,0.56,156,122,1098,5072,153,5803,0.55,215,175,1086,7395,20,11333,0.52,412,380,1067,7098,150,9986,0.56,177,137,1104,7374,51,6993,0.6,84,57,1192,5085,15,5194,0.55,280,233,1516,5232,8,6544,0.62,124,75,1388,0
12652,61,19433,0.5,100,100,1000,11242,117,10506,0.5,100,100,1000,11517,144,16046,0.5,100,100,1000,11413,143,11841,0.61,124,79,1016,11217,8,18675,0.59,139,97,1092,19936,56,54332,0.5,100,100,1000,15146,51,35972,0.5,100,100,1000,16065,9,35504,0.54,325,280,1316,7930,102,5686,0.5,100,100,1000,8963,130,4776,0.5,100,100,1000,0
8012,52,9597,0.5,100,100,1000,8612,48,10198,0.53,342,308,1116,9697,67,12150,0.54,315,272,1178,7963,14,11068,0.54,250,213,1320,9229,8,14626,0.58,124,88,1157,6514,2,7020,0.5,100,100,1000,11337,51,17314,0.57,163,124,1141,7648,150,8480,0.5,100,100,1000,5524,55,8417,0.52,504,463,1003,4960,98,5416,0.58,200,143,1341,1
15502,48,21990,0.66,134,70,1437,16219,105,15855,0.56,211,167,1234,13739,144,13605,0.5,100,100,1000,11933,76,17969,0.5,100,100,1000,15179,145,33762,0.62,117,72,1006,14807,8,33792,0.5,100,100,1000,17812,54,18115,0.58,179,128,1282,22249,51,63784,0.53,349,314,1194,10253,15,10808,0.54,333,280,1367,10654,78,2956,0.53,216,192,1005,0
13889,48,21611,0.53,290,259,941,16216,44,24569,0.52,328,297,1083,13602,39,27291,0.53,457,399,1561,14852,127,25503,0.5,100,100,1000,13312,162,26445,0.5,100,100,1000,13778,8,32786,0.55,361,299,1656,13949,9,29378,0.57,163,124,1141,16309,51,24976,0.58,212,152,1389,7926,130,6313,0.54,284,240,1275,9444,15,9363,0.54,233,196,1147,0
5335,48,7953,0.5,100,100,1000,7977,49,13021,0.53,269,235,1091,6547,143,5519,0.5,100,100,1000,7183,149,8849,0.5,100,100,1000,5662,91,7111,0.53,347,311,1039,5688,2,7595,0.5,100,100,1000,5897,50,4693,0.5,100,100,1000,6858,138,8295,0.5,100,100,1000,3853,84,2769,0.5,100,100,1000,5272,8,6809,0.52,295,267,970,0
9763,90,12001,0.5,100,100,1000,10286,37,8206,0.5,100,100,1000,12210,47,12998,0.5,100,100,1000,7761,144,4438,0.62,117,72,1006,11600,91,10663,0.5,100,100,1000,10232,20,14027,0.5,100,100,1000,11879,138,24716,0.5,100,100,1000,10249,9,11114,0.6,84,57,1192,7705,17,5392,0.53,216,188,1043,5792,130,4217,0.55,305,252,1424,1
6254,36,4503,0.5,100,100,1000,9605,37,11979,0.57,164,126,1137,5481,38,2479,0.5,100,100,1000,10573,63,13975,0.53,302,263,1093,6269,127,5849,0.5,100,100,1000,7308,124,6622,0.5,100,100,1000,7121,53,4618,0.53,368,327,1068,10480,160,12398,0.5,100,100,1000,4085,98,2837,0.52,295,267,970,5048,84,4144,0.5,100,100,1000,0
5943,49,6761,0.5,100,100,1000,6530,74,7589,0.56,183,144,1223,5874,67,6037,0.56,175,137,1330,8780,63,8671,0.54,270,234,1229,5106,66,6684,0.5,100,100,1000,6749,2,9528,0.55,234,195,1312,5299,150,4603,0.58,141,103,1340,8554,51,10109,0.56,177,137,1104,3538,98,3187,0.54,333,280,1367,4007,130,2939,0.56,185,148,1161,0
11750,61,21179,0.5,100,100,1000,13929,4,21291,0.6,200,131,1151,12495,143,18489,0.55,222,182,982,8182,86,8579,0.5,100,100,1000,12526,127,24174,0.5,100,100,1000,8856,154,10848,0.5,100,100,1000,11606,30,21733,0.58,212,152,1389,9599,150,14210,0.5,100,100,1000,8025,17,7440,0.5,100,100,1000,6542,84,5238,0.71,66,27,1010,1
9241,4,8488,0.5,100,100,1000,14496,35,19841,0.5,100,100,1000,8890,41,8652,0.5,100,100,1000,11362,47,11026,0.5,100,100,1000,8997,66,14471,0.5,100,100,1000,9802,93,10452,0.5,100,100,1000,8544,150,14343,0.5,100,100,1000,12330,56,24195,0.5,100,100,1000,7153,161,6991,0.5,100,100,1000,7644,98,6967,0.59,152,106,1021,0
13695,154,20792,0.5,100,100,1000,17072,14,27544,0.5,100,100,1000,13178,144,19909,0.53,297,266,1053,15298,67,19243,0.5,100,100,1000,17807,124,32534,0.5,100,100,1000,15319,142,34439,0.5,100,100,1000,13983,21,19749,0.56,233,186,1219,15035,159,29692,0.6,119,80,1010,12244,110,27667,0.5,100,100,1000,8491,156,10957,0.5,100,100,1000,0
9567,19,8734,0.5,100,100,1000,10972,139,14743,0.5,100,100,1000,9090,29,12169,0.5,100,100,1000,8324,41,7823,0.5,100,100,1000,10562,96,19289,0.5,100,100,1000,6574,8,12146,0.5,100,100,1000,16992,54,21382,0.5,100,100,1000,7210,138,7341,0.56,258,203,1480,8207,130,5347,0.5,100,100,1000,5029,125,4363,0.5,100,100,1000,1
